datetime,Strategy,Benchmark Buy & Hold
2017-05-15 00:00:00+00:00,42153.12445999999,112166.38
2017-05-16 00:00:00+00:00,40787.274459999986,108529.03
2017-05-17 00:00:00+00:00,41104.97893999999,107024.77
2017-05-18 00:00:00+00:00,39349.118939999986,118269.73
2017-05-19 00:00:00+00:00,51431.81893999999,154606.24
2017-05-20 00:00:00+00:00,50460.118939999986,151684.03
2017-05-21 00:00:00+00:00,59582.61893999999,183211.84000000003
2017-05-22 00:00:00+00:00,59582.61893999999,201891.79
2017-05-23 00:00:00+00:00,59582.61893999999,208599.31
2017-05-24 00:00:00+00:00,59582.61893999999,241323.13
2017-05-25 00:00:00+00:00,59582.61893999999,223617.25
2017-05-26 00:00:00+00:00,59582.61893999999,201669.84999999998
2017-05-27 00:00:00+00:00,59373.58286,196910.46999999997
2017-05-28 00:00:00+00:00,46747.58079999999,217279.63
2017-05-29 00:00:00+00:00,45808.95859999999,240312.07000000004
2017-05-30 00:00:00+00:00,53690.85859999999,281666.88999999996
2017-05-31 00:00:00+00:00,53601.55859999999,281198.35
2017-06-01 00:00:00+00:00,52123.408599999995,273442.78
2017-06-02 00:00:00+00:00,52149.258599999994,273578.41
2017-06-03 00:00:00+00:00,52823.70859999999,277117.12
2017-06-04 00:00:00+00:00,57615.35859999999,302257.99
2017-06-05 00:00:00+00:00,58273.35859999999,305710.38999999996
2017-06-06 00:00:00+00:00,62209.60859999999,326363.13999999996
2017-06-07 00:00:00+00:00,60033.508599999994,314945.56
2017-06-08 00:00:00+00:00,60776.10859999999,318841.83999999997
2017-06-09 00:00:00+00:00,65614.7586,344229.31
2017-06-10 00:00:00+00:00,80344.55859999999,421513.75
2017-06-11 00:00:00+00:00,81559.50859999999,427888.3599999999
2017-06-12 00:00:00+00:00,94284.7586,485555.77
2017-06-13 00:00:00+00:00,94284.7586,478059.13
2017-06-14 00:00:00+00:00,94284.7586,420835.6
2017-06-15 00:00:00+00:00,75091.35800000001,423535.87
2017-06-16 00:00:00+00:00,69973.71182,436815.27999999997
2017-06-17 00:00:00+00:00,72873.55182000001,454965.04
2017-06-18 00:00:00+00:00,67175.60656,435027.43
2017-06-19 00:00:00+00:00,66131.50656000001,441562.33
2017-06-20 00:00:00+00:00,64281.33301999999,432721.72
2017-06-21 00:00:00+00:00,66475.8617,399997.9
2017-06-22 00:00:00+00:00,67282.8917,394560.37
2017-06-23 00:00:00+00:00,66129.99169999998,402328.27
2017-06-24 00:00:00+00:00,70033.38169999998,376028.38
2017-06-25 00:00:00+00:00,74793.2117,343958.04999999993
2017-06-26 00:00:00+00:00,85041.21169999999,317892.43
2017-06-27 00:00:00+00:00,85041.21169999999,353378.17
2017-06-28 00:00:00+00:00,85149.14525999999,388900.9
2017-06-29 00:00:00+00:00,78849.16526,360024.04
2017-06-30 00:00:00+00:00,75892.85525999998,346473.37
2017-07-01 00:00:00+00:00,79753.71066,323206.66
2017-07-02 00:00:00+00:00,73951.41066,349703.83
2017-07-03 00:00:00+00:00,71743.88901999997,340801.56999999995
2017-07-04 00:00:00+00:00,74586.66501999999,332293.87
2017-07-05 00:00:00+00:00,75501.86501999998,327953.71
2017-07-06 00:00:00+00:00,75494.06502,327990.69999999995
2017-07-07 00:00:00+00:00,81926.46501999999,297486.28
2017-07-08 00:00:00+00:00,80696.66501999999,303318.37
2017-07-09 00:00:00+00:00,83192.66501999999,291481.57
2017-07-10 00:00:00+00:00,90132.06501999998,258572.80000000002
2017-07-11 00:00:00+00:00,94117.86502,237858.40000000002
2017-07-12 00:00:00+00:00,94117.86502,275378.59
2017-07-13 00:00:00+00:00,94117.86502,252235.17999999996
2017-07-14 00:00:00+00:00,94117.86502,244898.83
2017-07-15 00:00:00+00:00,94117.86502,208685.62
2017-07-16 00:00:00+00:00,94117.86502,192779.92
2017-07-17 00:00:00+00:00,94117.86502,234282.69999999998
2017-07-18 00:00:00+00:00,109715.54901999999,278017.21
2017-07-19 00:00:00+00:00,94367.66902,239079.07000000004
2017-07-20 00:00:00+00:00,109652.36902,277856.92
2017-07-21 00:00:00+00:00,106075.40902,268782.04000000004
2017-07-22 00:00:00+00:00,112529.48902000001,285156.28
2017-07-23 00:00:00+00:00,111669.26902,282973.87
2017-07-24 00:00:00+00:00,109846.76902,278350.12
2017-07-25 00:00:00+00:00,107047.10052,252888.67
2017-07-26 00:00:00+00:00,108357.13052,249571.90000000002
2017-07-27 00:00:00+00:00,108094.15052000001,250237.71999999997
2017-07-28 00:00:00+00:00,113816.40052000001,235749.96999999997
2017-07-29 00:00:00+00:00,106857.17052,253369.54
2017-07-30 00:00:00+00:00,111459.32052000001,241717.69
2017-07-31 00:00:00+00:00,109126.59052,247623.76000000004
2017-08-01 00:00:00+00:00,118471.36076000001,279040.6
2017-08-02 00:00:00+00:00,113984.02076,268461.45999999996
2017-08-03 00:00:00+00:00,117252.77076,276167.71
2017-08-04 00:00:00+00:00,115568.71076,272197.44999999995
2017-08-05 00:00:00+00:00,131384.23076,309483.37
2017-08-06 00:00:00+00:00,138727.15076000002,326794.69
2017-08-07 00:00:00+00:00,141242.78076000002,332725.42
2017-08-08 00:00:00+00:00,154145.19076,363143.52999999997
2017-08-09 00:00:00+00:00,154924.46076,364980.69999999995
2017-08-10 00:00:00+00:00,157319.80075999998,370627.83999999997
2017-08-11 00:00:00+00:00,162230.77076,382205.71
2017-08-12 00:00:00+00:00,161854.21076,381317.94999999995
2017-08-13 00:00:00+00:00,150932.49124000003,364980.69999999995
2017-08-14 00:00:00+00:00,143492.93654,368420.77
2017-08-15 00:00:00+00:00,149815.73653999998,352145.17
2017-08-16 00:00:00+00:00,142980.57953999998,370455.22
2017-08-17 00:00:00+00:00,143042.32953999998,370615.50999999995
2017-08-18 00:00:00+00:00,133870.91145999997,361540.63
2017-08-19 00:00:00+00:00,133423.47145999997,362699.65
2017-08-20 00:00:00+00:00,131543.27145999996,367570.0
2017-08-21 00:00:00+00:00,142695.13215999998,393561.63999999996
2017-08-22 00:00:00+00:00,140822.20216,388395.37
2017-08-23 00:00:00+00:00,141769.84216,391009.33
2017-08-24 00:00:00+00:00,145180.45216,400417.12
2017-08-25 00:00:00+00:00,147661.30216,407260.27
2017-08-26 00:00:00+00:00,148863.73215999999,410577.04
2017-08-27 00:00:00+00:00,154942.93215999997,427345.83999999997
2017-08-28 00:00:00+00:00,155497.21216,428874.75999999995
2017-08-29 00:00:00+00:00,166582.81216,459453.16
2017-08-30 00:00:00+00:00,171705.43215999997,473583.33999999997
2017-08-31 00:00:00+00:00,173632.00215999997,478897.56999999995
2017-09-01 00:00:00+00:00,175630.09216,484409.08
2017-09-02 00:00:00+00:00,150896.67921999996,436223.44
2017-09-03 00:00:00+00:00,151231.92921999996,435298.69
2017-09-04 00:00:00+00:00,168629.16921999998,387310.33
2017-09-05 00:00:00+00:00,166447.80921999997,393327.37
2017-09-06 00:00:00+00:00,157342.41921999998,418443.58
2017-09-07 00:00:00+00:00,159036.54922,413770.50999999995
